"qid","query","retrieval_gt","generation_gt"
"d0245d99-cb3e-425b-af3b-59afbf657454","Which cult film, starring Harrison Ford, was based on the story Do Androids Dream of Electric Sheep?","[array(['qz_685_0', 'qz_685_1', 'qz_685_2', 'qz_685_3', 'qz_685_4',
        'qz_685_5', 'qz_685_6', 'qz_685_7', 'qz_685_8', 'qz_685_20',
        'qz_685_23'], dtype=object)                                 ]","leon kowalski"
"5aa0ccb0-9a29-454e-addf-c969442980a6","Which ITV magazine style show ran from 1968 to 1980 and featured presenters including Jenny Hanley, Mick Robertson and Tommy Boyd?","[array(['qz_688_0', 'qz_688_1', 'qz_688_2', 'qz_688_5', 'qz_688_6',
        'qz_688_8', 'qz_688_16', 'qz_688_33', 'qz_688_34', 'qz_688_37'],
       dtype=object)                                                    ]","magpies"
"8dbc6d65-1c4a-4167-bbed-d9fa5aaa7df2","Which type of animal was Robin Hood in the Disney cartoon film 'Robin Hood'?","[array(['qz_690_1', 'qz_690_2', 'qz_690_8', 'qz_690_9', 'qz_690_15',
        'qz_690_36'], dtype=object)                                 ]","river fox"
"bcbac61a-2830-46ae-a1a4-1223b37f5bf7","Who provided the voice for Bob The Builder on his number one hit Can We Fix It?","[array(['qz_726_0', 'qz_726_1', 'qz_726_2', 'qz_726_3', 'qz_726_4',
        'qz_726_5', 'qz_726_6', 'qz_726_8', 'qz_726_18', 'qz_726_20',
        'qz_726_37'], dtype=object)                                  ]","neil morrissey"
"f76280dd-4c61-431c-be1e-845747728bf9","Which actor received 4 million dollars for his 10 minutes on screen in the film Superman?","[array(['qz_735_4', 'qz_735_16', 'qz_735_18', 'qz_735_32'], dtype=object)]","brandoesque"
"c8e79569-2c6c-4497-b23b-8ba541b584d0","Who directed the films Thelma and Louise, Hannibal and Black Hawk Down?","[array(['qz_737_0', 'qz_737_4', 'qz_737_5', 'qz_737_7', 'qz_737_8',
        'qz_737_9', 'qz_737_13', 'qz_737_32'], dtype=object)       ]","gertrude bell film"
"73caacea-c18d-4af4-b796-e5b68effd3aa","Which serial killer is the subject of the films A Study In Terror, Murder By Decree and From Hell?","[array(['qz_755_0', 'qz_755_1', 'qz_755_2', 'qz_755_3', 'qz_755_5',
        'qz_755_6', 'qz_755_7', 'qz_755_8', 'qz_755_9'], dtype=object)]","leatherapron"
"149b6866-58df-4457-b944-79d7e568048d","In cricket, what is the score of 111 known as?","[array(['qz_757_0', 'qz_757_2', 'qz_757_3', 'qz_757_4', 'qz_757_6',
        'qz_757_10', 'qz_757_11', 'qz_757_14', 'qz_757_22', 'qz_757_30',
        'qz_757_41'], dtype=object)                                     ]","nelson"
"11ebf558-dd3a-4203-b684-f409191fe0f5","Yuppy Love, Danger UXD, The Frog's Legacy, Diamonds Are For Trevor?","[array(['qz_778_0', 'qz_778_1'], dtype=object)]","diamonds are for trevor others are episodes of only fools and horses"
"0dd8b50e-3fac-4faa-acd1-42f3738ecf71","Batman Returns, Practical Magic, Dead Calm, The Peacemaker?","[array(['qz_781_0', 'qz_781_7', 'qz_781_8'], dtype=object)]","batman returns others starred nicole kidman"
"d632ef7b-cb55-44ea-851f-86d593f3769e","Who wrote the novels About A Boy, How To Be Good and High Fidelity?","[array(['qz_832_0', 'qz_832_1', 'qz_832_5', 'qz_832_7', 'qz_832_8',
        'qz_832_9', 'qz_832_17', 'qz_832_32'], dtype=object)       ]","nick hornby"
"8a04c1d3-b2ff-45f2-bb27-7e7d396866a1","With which game would you use a squidger, a circular disc between 25mm and 51 mm?","[array(['qz_845_0', 'qz_845_1', 'qz_845_2', 'qz_845_4', 'qz_845_14',
        'qz_845_35', 'qz_845_40'], dtype=object)                    ]","tiddlywink"
"da863740-7bf4-4445-9369-789bd29d36f5","The melody for which famous song was written by sisters and school teachers Patty and Mildred Hill in Kentucky in 1893?","[array(['qz_847_0', 'qz_847_1', 'qz_847_2', 'qz_847_3', 'qz_847_4',
        'qz_847_5', 'qz_847_6', 'qz_847_8', 'qz_847_9', 'qz_847_16'],
       dtype=object)                                                 ]","happy birthday album"
"5f23d6c5-cdb6-42ab-9234-d989d8307c6d","What is the most common pub name in the UK?","[array(['qz_848_1', 'qz_848_3', 'qz_848_10', 'qz_848_11', 'qz_848_13',
        'qz_848_19', 'qz_848_21', 'qz_848_22', 'qz_848_24', 'qz_848_31',
        'qz_848_32'], dtype=object)                                     ]","red lion disambiguation"
"bd0be381-71df-46d4-b8f8-96555872cf7a","What is the name of Kevin the teenager's friend played by Kathy Burke in a series of sketches with Harry Enfield?","[array(['qz_860_0', 'qz_860_1', 'qz_860_2', 'qz_860_3', 'qz_860_5',
        'qz_860_7', 'qz_860_8', 'qz_860_10', 'qz_860_19', 'qz_860_25',
        'qz_860_34'], dtype=object)                                   ]","pear cider"
"bc5299ca-54c3-43d6-a788-43d23757dd04","What seven letter word, beginning with the letters 'Ra' is a palindrome?","[array(['qz_866_0', 'qz_866_4', 'qz_866_6', 'qz_866_9', 'qz_866_14',
        'qz_866_27'], dtype=object)                                 ]","automobile racing"
"e05167c7-523a-44d9-af20-9ac4a5f3f836","Which fruit can go in the middle of the word aped to make a new word?","[array(['qz_871_0', 'qz_871_4', 'qz_871_8', 'qz_871_10', 'qz_871_18',
        'qz_871_24', 'qz_871_27', 'qz_871_40'], dtype=object)        ]","pear tree"
"e2db34dd-3df4-4b79-84fe-9a4557bc418c","How many scottish football league teams names end in United?","[array(['qz_881_1', 'qz_881_8', 'qz_881_16', 'qz_881_21', 'qz_881_23',
        'qz_881_25', 'qz_881_28', 'qz_881_29', 'qz_881_31', 'qz_881_39'],
       dtype=object)                                                     ]","3"
"f658cd47-b99d-488f-a3e3-15a73460c80e","Who had a top ten hit in the UK with Cupid in 1961?","[array(['qz_921_0', 'qz_921_1', 'qz_921_6', 'qz_921_7', 'qz_921_17',
        'qz_921_19', 'qz_921_21', 'qz_921_28', 'qz_921_32', 'qz_921_35',
        'qz_921_37', 'qz_921_39', 'qz_921_41'], dtype=object)           ]","i thank god"
"37a141c2-6424-47e9-afd6-a3520c9efb05","Which 1999 Oscar winning film has a title which refers to a breed of rose and features a red rose on it's poster?","[array(['qz_924_4', 'qz_924_21', 'qz_924_22', 'qz_924_29', 'qz_924_32'],
       dtype=object)                                                    ]","american beauty novel"
"47af5aea-8ccf-4c01-aba8-84dbe4961b95","The theme tune to which TV show starts with the line Stick a pony in me pocket?","[array(['qz_941_1', 'qz_941_4', 'qz_941_7', 'qz_941_9', 'qz_941_18',
        'qz_941_22', 'qz_941_35'], dtype=object)                    ]","voted britain s best sitcom"
"9501d4ca-1c31-4d6d-82f0-dbb183a8556f","What word is given to a point in tennis which has to be replayed?","[array(['qz_952_0', 'qz_952_1', 'qz_952_3', 'qz_952_5', 'qz_952_9',
        'qz_952_14', 'qz_952_15', 'qz_952_32', 'qz_952_33', 'qz_952_42',
        'qz_952_43'], dtype=object)                                     ]","let disambiguation"
"22b97d14-cf82-45d3-80e6-26ceea251238","Which three colours appear on the flag of the Republic of Ireland?","[array(['qz_994_3', 'qz_994_4', 'qz_994_5', 'qz_994_16', 'qz_994_17',
        'qz_994_20', 'qz_994_21', 'qz_994_22', 'qz_994_25', 'qz_994_28',
        'qz_994_33', 'qz_994_35', 'qz_994_38', 'qz_994_40', 'qz_994_46'],
       dtype=object)                                                     ]","green white orange"
"49bd5434-282f-439e-9535-be7192f52603","How many episodes of Prisoner: Cell Block H were made?","[array(['qz_1032_1', 'qz_1032_2', 'qz_1032_8', 'qz_1032_31', 'qz_1032_42',
        'qz_1032_44'], dtype=object)                                      ]","692"
"83e87aa9-4357-4f09-910c-36d7d8dca248","Who is the last English-born player to win the men's singles title at Wimbledon?","[array(['qz_1046_0', 'qz_1046_1', 'qz_1046_5', 'qz_1046_6', 'qz_1046_7',
        'qz_1046_8', 'qz_1046_9', 'qz_1046_10', 'qz_1046_11', 'qz_1046_12',
        'qz_1046_13', 'qz_1046_14', 'qz_1046_15', 'qz_1046_17',
        'qz_1046_19', 'qz_1046_22', 'qz_1046_31', 'qz_1046_32',
        'qz_1046_34', 'qz_1046_36', 'qz_1046_38', 'qz_1046_39',
        'qz_1046_42'], dtype=object)                                       ]","fred j perry"
"7483e225-4cc8-42f0-9c80-2cf519407555","Which famous painter's surname was Harmenzoon van Rijn which translated as son of Harmen, of the Rhine?","[array(['qz_1047_0', 'qz_1047_3', 'qz_1047_4', 'qz_1047_6', 'qz_1047_7',
        'qz_1047_8', 'qz_1047_9', 'qz_1047_10'], dtype=object)          ]","rembrandt harmenzsoon van rijn"
"58b6dbe2-ac0b-4079-9329-2d997c00921b","In 1976, which gymnast scored 7 maximum scores of 10 as she won three gold medals, one silver and one bronze?","[array(['qz_1064_0', 'qz_1064_2', 'qz_1064_3', 'qz_1064_4', 'qz_1064_6',
        'qz_1064_7', 'qz_1064_9', 'qz_1064_10', 'qz_1064_11', 'qz_1064_12',
        'qz_1064_16', 'qz_1064_23', 'qz_1064_39'], dtype=object)           ]","nadia elena comăneci"
"ba334e5b-2fe2-4934-ad15-245803e7916e","In years and days, how old was Luigina Giavotti when she won a silver medal in gymnastics in 1928, and is still the youngest medal winner today?","[array(['qz_1074_0', 'qz_1074_2', 'qz_1074_3', 'qz_1074_9'], dtype=object)]","11 years and 302 days"
"f8900934-df02-4ecb-bd9d-93bb0e8b8f96","As at August 2004, who is Englands all time top goalscorer?","[array(['qz_1080_1', 'qz_1080_8', 'qz_1080_10', 'qz_1080_11', 'qz_1080_13',
        'qz_1080_20', 'qz_1080_23', 'qz_1080_33', 'qz_1080_37'],
       dtype=object)                                                       ]","robert 22bobby 22 charlton"
"50304b80-875b-4807-86fd-a2f47b615894","Which Eastenders actor has played the policeman Nick Rowan on TV?","[array(['qz_1086_0', 'qz_1086_1', 'qz_1086_4', 'qz_1086_5', 'qz_1086_6',
        'qz_1086_21', 'qz_1086_41'], dtype=object)                      ]","nick berry"
"92fd43f0-768f-4387-a36d-89f71c67d1af","What type of animal was Boris, the subject of a song by The Who?","[array(['qz_1098_7', 'qz_1098_19', 'qz_1098_37', 'qz_1098_44'],
       dtype=object)                                           ]","araneae"
"d85d9fb6-d592-4da3-8c4e-4451bce6bc84","Which brand of beer does Homer Simpson drink regularly?","[array(['qz_1111_0', 'qz_1111_1', 'qz_1111_2', 'qz_1111_4', 'qz_1111_6',
        'qz_1111_9', 'qz_1111_12', 'qz_1111_17', 'qz_1111_21',
        'qz_1111_27'], dtype=object)                                    ]","duff disambiguation"
"b4a57846-ecdd-47b7-a44b-2b1863b4e864","From which animal does Haggis come?","[array(['qz_1112_0', 'qz_1112_1', 'qz_1112_3', 'qz_1112_4', 'qz_1112_5',
        'qz_1112_6', 'qz_1112_9', 'qz_1112_10', 'qz_1112_13', 'qz_1112_26',
        'qz_1112_28', 'qz_1112_29', 'qz_1112_30', 'qz_1112_40'],
       dtype=object)                                                       ]","sheep domestic"
"3f585996-31e3-4ec4-81be-9aa18e85d4ad","In which country was Marie Curie born? Poland, Austria or Switzerland?","[array(['qz_1128_0', 'qz_1128_3', 'qz_1128_5', 'qz_1128_6', 'qz_1128_8',
        'qz_1128_18', 'qz_1128_20', 'qz_1128_31', 'qz_1128_41'],
       dtype=object)                                                    ]","iso 3166 1 pl"
"30cf8ca7-bc3a-4a6e-a0e6-00eaea32e5ea","What is the most common blood type in humans? A, B or O?","[array(['qz_1130_0', 'qz_1130_1', 'qz_1130_3', 'qz_1130_4', 'qz_1130_5',
        'qz_1130_6', 'qz_1130_7', 'qz_1130_8', 'qz_1130_9', 'qz_1130_13',
        'qz_1130_17', 'qz_1130_18', 'qz_1130_21', 'qz_1130_22',
        'qz_1130_28', 'qz_1130_31', 'qz_1130_40'], dtype=object)         ]","o"
"012531f9-ea72-427d-bc42-95cccab26aaa","Which P is the correct technical term for the art of making and displaying fireworks?","[array(['qz_1139_0', 'qz_1139_3', 'qz_1139_4', 'qz_1139_7', 'qz_1139_8',
        'qz_1139_14', 'qz_1139_24', 'qz_1139_31', 'qz_1139_32',
        'qz_1139_40', 'qz_1139_41'], dtype=object)                      ]","pyrotechnical"
"cd4663d3-f01f-41dc-8e8c-4127f4d6343f","Which King did Guy Fawkes attempt to kill with his gunpowder plot?","[array(['qz_1141_1', 'qz_1141_2', 'qz_1141_4', 'qz_1141_5', 'qz_1141_6',
        'qz_1141_8', 'qz_1141_9', 'qz_1141_10', 'qz_1141_14', 'qz_1141_15',
        'qz_1141_17', 'qz_1141_23', 'qz_1141_24', 'qz_1141_27',
        'qz_1141_29', 'qz_1141_32'], dtype=object)                         ]","james vi of scotland james i of england"
"ccc2b55a-f4aa-4401-a34e-bcee50b09c31","Behind Band Aid's Do They Know It's Christmas which 1978 single is the second biggest selling Christmas single of all time in the UK?","[array(['qz_1172_2', 'qz_1172_3', 'qz_1172_4', 'qz_1172_5', 'qz_1172_6',
        'qz_1172_8', 'qz_1172_9', 'qz_1172_10', 'qz_1172_11', 'qz_1172_12',
        'qz_1172_13', 'qz_1172_14', 'qz_1172_15', 'qz_1172_19',
        'qz_1172_21', 'qz_1172_22', 'qz_1172_38'], dtype=object)           ]","mary s boy child by boney m"
"64bc18e5-69b9-4f2d-a315-4ebe8bb456de","In which film was the song White Christmas first sung?","[array(['qz_1173_0', 'qz_1173_2', 'qz_1173_4', 'qz_1173_5', 'qz_1173_6',
        'qz_1173_7', 'qz_1173_9', 'qz_1173_10', 'qz_1173_11', 'qz_1173_20',
        'qz_1173_26', 'qz_1173_27', 'qz_1173_28', 'qz_1173_31',
        'qz_1173_36', 'qz_1173_39', 'qz_1173_40', 'qz_1173_41'],
       dtype=object)                                                       ]","holiday inns inc"
"24b92c3c-720a-4e6a-aa24-c1d9b6ac957b","Which Pop Idol had a number one hit in 2004 called All This Time?","[array(['qz_1178_0', 'qz_1178_1', 'qz_1178_2', 'qz_1178_6', 'qz_1178_8',
        'qz_1178_11', 'qz_1178_14', 'qz_1178_15', 'qz_1178_16',
        'qz_1178_22', 'qz_1178_31', 'qz_1178_34', 'qz_1178_46'],
       dtype=object)                                                    ]","different beat michelle mcmanus album"
"5143d388-dd1a-46b6-ace6-f50e6e66c4e7","Why did Jason Alexander from Louisiana hit the headlines in January 2004?","[array(['qz_1184_10'], dtype=object)]","he married britney spears"
"048163a5-d126-4b84-a501-26e3ade57376","Which Channel 4 TV show's presenters included Mark Lamarr, Amanda De Cadenet and Terry Christian?","[array(['qz_1189_0', 'qz_1189_1', 'qz_1189_3', 'qz_1189_4', 'qz_1189_7',
        'qz_1189_9'], dtype=object)                                     ]","word"
"32f79934-9c6a-4866-b9da-36833f196dab","What is the name of the device made of wood and horsehair that is used to play a violin?","[array(['qz_1191_0', 'qz_1191_1', 'qz_1191_2', 'qz_1191_4', 'qz_1191_5',
        'qz_1191_6', 'qz_1191_7', 'qz_1191_8', 'qz_1191_9', 'qz_1191_26'],
       dtype=object)                                                      ]","bow disambiguation"
"934c62ec-7cc2-41a5-b00e-023327841888","What colour is the bottom stripe on the U.S. flag?","[array(['qz_1197_1', 'qz_1197_2', 'qz_1197_3', 'qz_1197_5', 'qz_1197_6',
        'qz_1197_9', 'qz_1197_13', 'qz_1197_19', 'qz_1197_21',
        'qz_1197_23', 'qz_1197_25', 'qz_1197_29', 'qz_1197_30',
        'qz_1197_34'], dtype=object)                                    ]","reddeners"
"df8a4651-4355-4f84-9a54-3b7c3aeca42a","What is the name given to the largest bee in a hive?","[array(['qz_1221_1', 'qz_1221_2', 'qz_1221_3', 'qz_1221_4', 'qz_1221_8',
        'qz_1221_9', 'qz_1221_12', 'qz_1221_13', 'qz_1221_19',
        'qz_1221_21', 'qz_1221_25', 'qz_1221_47'], dtype=object)        ]","queene"
"1be19378-eaa6-4371-99f8-b2001d9ac7bc","Who won the Ladies singles title at Wimbledon in 2004?","[array(['qz_1230_0', 'qz_1230_1', 'qz_1230_2', 'qz_1230_3', 'qz_1230_6',
        'qz_1230_7', 'qz_1230_8', 'qz_1230_9', 'qz_1230_10', 'qz_1230_11',
        'qz_1230_12', 'qz_1230_13', 'qz_1230_14', 'qz_1230_15',
        'qz_1230_17', 'qz_1230_18', 'qz_1230_25', 'qz_1230_26',
        'qz_1230_27', 'qz_1230_38', 'qz_1230_39'], dtype=object)          ]","masha sharapova"
"bc2a5b2b-37ec-49be-ab0b-785a8ff48f15","Which famous female character of TV and films was played by a male when she was first introduced to our screens in 1943?","[array(['qz_1247_3', 'qz_1247_10', 'qz_1247_13', 'qz_1247_17',
        'qz_1247_18', 'qz_1247_19', 'qz_1247_20', 'qz_1247_26',
        'qz_1247_28', 'qz_1247_34', 'qz_1247_35', 'qz_1247_39',
        'qz_1247_40', 'qz_1247_41'], dtype=object)             ]","lassie 1997"
